0.004701,424,754,0.03125,3,319696
0.002767,913,202,0.000488281,4,184426
0.029315,810,1005,0.5,1,814050
0.000643,279,92,0.25,1,25668
0.000897,120,479,0.0625,2,57480
0.012473,904,900,0.000976562,2,813600
0.000673,142,344,0.00195312,4,48848
0.000418,60,452,0.03125,3,27120
0.00486,564,651,6.10E-05,4,367164
0.004063,411,758,0.00195312,1,311538
0.000194,37,289,0.00195312,3,10693
0.002503,474,392,0.015625,2,185808
0.001543,153,747,6.10E-05,1,114291
0.010025,705,1021,0.0078125,2,719805
0.005359,741,565,0.000488281,2,418665
0.001327,173,559,0.015625,4,96707
0.00748,662,691,0.0625,4,457442
0.002209,235,713,0.000244141,2,167555
0.00124,672,116,0.0625,1,77952
0.009949,950,737,0.015625,4,700150
0.000679,322,139,0.0625,3,44758
0.001449,461,242,3.05E-05,4,111562
0.014414,883,926,0.00195312,1,817658
0.003317,322,667,1.53E-05,2,214774
0.008258,623,854,0.00012207,2,532042
0.002425,261,684,0.015625,2,178524
0.002931,311,541,0.125,3,168251
0.008919,791,388,0.5,1,306908
0.001449,995,112,0.00390625,3,111440
0.005066,221,1022,0.25,4,225862
0.005239,404,858,0.000976562,3,346632
0.000341,43,520,0.00390625,1,22360
0.008502,649,551,0.25,4,357599
0.012651,954,457,0.5,2,435978
0.003284,447,523,0.03125,3,233781
3.50E-05,19,65,0.00390625,4,1235
0.009682,654,900,3.05E-05,1,588600
0.001612,308,398,3.05E-05,1,122584
0.009066,763,928,3.81E-06,2,708064
0.002498,224,839,0.00195312,1,187936
0.001932,502,133,0.5,3,66766
0.002083,536,301,1.53E-05,2,161336
0.003987,337,832,0.03125,3,280384
0.001694,441,273,0.03125,2,120393
0.004599,445,791,0.000976562,2,351995
0.006343,750,637,0.0078125,3,477750
0.014583,993,772,0.03125,2,766596
0.004231,696,470,7.63E-06,3,327120
0.004619,1021,353,0.00012207,1,360413
0.003934,133,886,0.5,1,117838
0.001309,355,252,0.00195312,4,89460
0.000361,97,266,0.000488281,3,25802
0.00054,257,157,0.000244141,2,40349
0.000774,137,410,0.0078125,3,56170
0.010767,899,796,1.53E-05,1,715604
0.00071,145,358,0.000244141,4,51910
0.001186,132,656,0.00390625,3,86592
0.000176,33,326,0.015625,4,10758
0.002942,281,560,0.00012207,1,157360
0.003357,345,601,0.015625,1,207345
0.001099,284,273,0.03125,4,77532
0.001312,103,914,6.10E-05,1,94142
0.005511,450,918,0.00195312,3,413100
0.000489,820,45,0.000488281,3,36900
0.006535,567,891,0.000976562,2,505197
0.002573,524,380,0.00012207,3,199120
0.000454,245,135,0.015625,3,33075
0.007737,775,664,0.0625,2,514600
0.001066,176,381,0.000488281,4,67056
0.001425,194,424,0.125,3,82256
0.000858,771,86,0.000976562,4,66306
0.000984,449,103,0.25,4,46247
1.60E-05,213,2,0.5,2,426
0.003274,130,854,0.5,3,111020
0.008721,761,888,0.00195312,1,675768
0.00097,810,58,0.125,2,46980
0.000667,628,50,0.25,4,31400
0.009797,904,837,3.81E-06,4,756648
0.003413,681,360,0.03125,3,245160
0.000227,26,454,0.00390625,1,11804
0.002722,674,316,6.10E-05,3,212984
0.002282,641,209,0.125,1,133969
0.008465,689,950,1.53E-05,1,654550
0.006791,462,963,0.0625,4,444906
0.000288,33,551,0.000488281,4,18183
4.70E-05,1,477,0.5,3,477
0.002759,615,349,0.000976562,3,214635
0.00093,963,75,3.05E-05,3,72225
0.00139,172,461,0.125,1,79292
0.000433,300,109,0.000976562,3,32700
0.007218,852,656,0.000244141,3,558912
4.10E-05,100,27,0.00195312,4,2700
0.004167,652,480,6.10E-05,2,312960
0.004008,1001,235,0.125,1,235235
0.002469,831,230,0.000976562,3,191130
0.006491,1019,410,7.63E-06,2,417790
0.016329,613,705,0.5,3,432165
0.001238,211,426,0.015625,1,89886
0.007396,612,895,1.53E-05,3,547740
0.001164,222,386,0.000976562,4,85692
0.00159,172,359,0.03125,1,61748
0.001991,609,80,0.5,4,48720
0.010296,783,922,0.03125,1,721926
0.001456,461,244,6.10E-05,3,112484
0.003563,322,849,0.000976562,1,273378
0.003005,681,152,0.5,4,103512
0.015378,584,945,0.25,1,551880
0.00768,739,569,6.10E-05,4,420491
0.000407,37,657,0.03125,3,24309
0.003703,774,368,6.10E-05,2,284832
0.007805,908,645,0.0078125,2,585660
0.001175,958,95,0.000976562,3,91010
0.009156,592,514,0.5,3,304288
0.000447,657,51,0.0078125,2,33507
0.009558,751,543,0.25,1,407793
0.001611,124,913,6.10E-05,4,113212
0.003687,763,276,0.0078125,4,210588
0.007324,751,723,6.10E-05,1,542973
0.004211,550,592,1.53E-05,1,325600
0.004742,560,557,0.0625,1,311920
0.005799,451,752,0.125,2,339152
0.003335,282,731,0.0625,2,206142
0.005189,302,795,0.03125,2,240090
0.006728,786,496,0.125,1,389856
0.003458,845,309,0.00195312,1,261105
0.009289,567,436,0.5,4,247212
0.007719,855,700,0.000488281,3,598500
0.0016,182,661,3.05E-05,1,120302
0.003808,530,558,0.000976562,4,295740
0.015382,706,723,0.5,2,510438
0.001264,938,73,0.125,1,68474
0.003509,301,896,0.00195312,2,269696
0.014421,809,750,0.25,1,606750
0.000529,657,57,0.0078125,2,37449
0.002465,651,296,0.00012207,4,192696
0.004015,941,323,0.00390625,2,303943
0.004921,584,657,0.000244141,1,383688
0.000418,87,303,0.0625,2,26361
2.40E-05,613,2,0.03125,3,1226
0.008827,770,875,0.000976562,3,673750
0.000222,19,601,0.0625,2,11419
0.001627,108,510,0.5,4,55080
0.007831,690,391,0.5,1,269790
0.000451,413,51,0.25,2,21063
0.013549,702,1010,0.0625,1,709020
0.002206,314,536,1.53E-05,3,168304
0.002386,198,903,6.10E-05,3,178794
0.004929,368,619,0.25,2,227792
0.000173,289,31,0.0625,3,8959
0.00125,171,376,0.0078125,2,64296
0.006006,463,976,1.53E-05,4,451888
0.005368,337,413,0.5,2,139181
0.003625,202,838,0.25,4,169276
0.015021,537,965,0.5,4,518205
0.000618,426,112,0.00012207,2,47712
0.00033,418,60,0.000488281,4,25080
0.007082,791,524,0.125,2,414484
0.01586,922,809,0.25,2,745898
0.004258,453,549,0.125,2,248697
0.002449,678,172,0.25,2,116616
5.80E-05,2,604,0.03125,4,1208
0.005314,409,653,0.125,3,267077
0.001156,473,142,0.125,2,67166
0.000664,29,955,0.25,3,27695
0.008786,803,704,0.000488281,4,565312
0.006051,577,620,0.00012207,3,357740
0.005905,196,892,0.5,1,174832
0.002368,345,510,0.0078125,4,175950
0.001476,310,356,6.10E-05,2,110360
0.004405,315,767,0.00390625,2,241605
0.001815,111,983,0.00195312,1,109113
0.000272,16,870,0.00195312,1,13920
0.007887,885,694,1.53E-05,4,614190
0.008134,978,648,0.00012207,3,633744
0.004597,427,675,0.015625,1,288225
0.01002,952,624,0.00012207,3,594048
0.002358,607,265,0.000488281,3,160855
0.000808,86,601,0.00195312,3,51686
0.002938,244,413,0.5,1,100772
0.001809,971,92,0.03125,1,89332
0.005339,506,480,0.25,4,242880
0.002895,232,940,0.000244141,1,218080
0.000492,109,287,0.0625,4,31283
0.00325,222,956,0.0625,4,212232
0.001504,403,264,0.03125,4,106392
0.004191,381,844,0.000976562,4,321564
0.004202,823,372,0.00195312,3,306156
0.016027,829,663,0.5,4,549627
0.000696,314,168,0.000244141,2,52752
0.000679,294,173,0.0078125,3,50862
0.007264,568,807,0.000244141,4,458376
0.000212,25,448,0.0625,2,11200
0.000292,122,172,0.00390625,1,20984
0.004335,455,491,0.000488281,1,223405
0.01183,1016,880,0.000976562,2,894080
0.001547,593,174,0.0625,4,103182
0.009026,898,779,0.00012207,4,699542
0.003316,263,600,0.000488281,4,157800
0.000954,65,1017,0.00012207,3,66105
0.001037,546,126,0.00195312,3,68796
0.006028,279,664,0.5,4,185256
0.001109,606,139,0.0078125,1,84234
0.013482,606,768,0.5,3,465408
0.005334,990,253,0.25,2,250470
0.001235,768,82,0.125,4,62976
0.000555,39,941,6.10E-05,3,36699
0.003807,501,226,0.5,2,113226
0.000895,138,474,0.000976562,1,65412
0.005852,426,978,7.63E-06,2,416628
0.000626,314,151,0.00012207,4,47414
0.002887,365,590,0.0078125,2,215350
9.20E-05,334,20,0.000976562,1,6680
0.011926,902,1011,0.00390625,1,911922
0.011111,414,920,0.5,1,380880
0.004864,477,736,0.015625,2,351072
0.000849,158,395,0.000244141,3,62410
0.000857,783,51,0.25,1,39933
0.003543,307,761,1.53E-05,2,233627
0.001092,702,120,0.000976562,1,84240
0.005766,526,705,0.000488281,1,370830
0.008021,374,913,0.25,1,341462
0.003927,620,419,0.000488281,1,259780
0.001334,93,920,0.000244141,4,85560
0.004003,346,884,1.53E-05,3,305864
0.011627,987,919,0.000488281,4,907053
0.002515,590,330,0.00012207,2,194700
0.00334,813,142,0.5,1,115446
0.001074,173,410,0.00390625,2,70930
0.003732,743,329,0.00195312,2,244447
0.001413,217,371,0.125,4,80507
0.013381,973,908,0.0625,3,883484
0.002933,235,948,0.00195312,1,222780
0.001036,847,93,0.000244141,1,78771
0.001132,197,429,6.10E-05,1,84513
0.002529,280,665,0.00012207,3,186200
7.30E-05,16,205,0.00390625,2,3280
0.009166,933,758,7.63E-06,1,707214
