0.00134416,369,976,3,0.125,3265542
0.000205216,160,244,5,0.015625,1016800
0.000289312,423,176,3,0.000488281,680850
0.00130173,679,530,3,7.63E-06,3260628
0.00200816,668,687,5,7.63E-06,11608800
4.29E-05,55,21,5,0.0625,36875
0.00203904,983,614,3,0.0078125,5460840
0.000100896,257,78,3,0.25,186480
0.000470816,338,295,5,0.000244141,2556450
0.00245725,874,641,5,6.10E-05,14157750
0.00060272,160,675,7,0.25,5539254
0.00275875,1031,541,7,3.81E-06,27794711
0.00141376,613,654,3,0.25,3630960
0.00198045,518,853,5,0.00390625,11183850
0.00028432,932,51,7,1,2619834
0.00305341,1016,917,3,0.00390625,8419878
0.000254752,222,300,3,0.5,608832
0.000158304,566,70,3,0.00012207,368064
0.00282874,926,942,3,6.10E-05,7884288
0.00151805,690,422,7,0.015625,14596512
0.00136019,584,522,5,0.015625,7732200
5.48E-05,119,62,3,0.0625,69696
0.00155958,426,718,7,0.125,15325632
0.0033391,765,1022,5,0.00390625,19724850
0.000276128,126,554,3,0.00195312,640512
0.00403741,1002,823,7,0.015625,40945968
5.24E-05,77,60,7,0.000244141,268422
0.000352064,144,651,3,0.00195312,858042
0.00123882,773,432,3,0.000244141,3027150
0.00124915,922,367,3,0.0625,3068604
0.000534176,699,206,3,0.00390625,1312272
0.00246915,496,1002,7,0.25,24794784
0.000955136,866,300,3,0.0625,2359224
0.000607872,907,140,5,1,3279600
0.00145466,689,469,5,0.5,8194725
0.000483456,110,913,5,0.25,2613450
0.00273792,530,1028,7,0.125,27156976
0.000447264,119,769,5,0.00195312,2376975
0.00028384,688,105,3,0.25,664470
0.00171034,930,534,3,0.00195312,4495968
0.00039024,651,91,7,0.00390625,3122721
0.00239386,794,893,3,0.0078125,6411780
0.000102272,44,372,5,0.000488281,451200
0.00291011,599,997,7,0.125,29733935
0.00137373,459,838,3,0.25,3485160
0.00232544,656,810,5,0.25,13431000
0.000448576,254,310,7,1,4025840
0.000848352,177,874,7,1.53E-05,7890960
0.00155997,599,776,3,0.00195312,4208202
0.0009928,1005,187,7,0.0625,9561027
0.00200822,886,527,5,0.000244141,11814750
0.00304326,736,853,7,3.05E-05,31231522
5.68E-05,242,23,7,0.0078125,352408
0.00293853,767,891,5,0.03125,17251125
0.000965504,705,383,3,1,2449755
0.000102272,53,401,3,0.000488281,199485
0.0034928,879,816,7,0.000488281,35646030
0.000770848,302,708,3,0.000244141,1942560
0.00023248,500,90,5,6.10E-05,1184400
0.00379942,917,981,5,0.0078125,22679625
0.00154947,906,506,3,0.0625,4151376
0.00083136,708,256,5,0.125,4628000
0.000571392,177,686,5,1,3122250
0.00308461,752,833,7,0.0625,31162138
0.00111398,418,584,5,7.63E-06,6203400
0.00134522,601,428,7,0.00195312,12908462
0.00172662,608,640,5,6.10E-05,9853200
0.000696768,304,502,5,0.015625,3896200
0.000109888,441,53,3,0.03125,219285
0.0026959,884,600,7,0.0625,26427660
0.00346211,821,825,7,0.5,33674613
