0.552593,369,976,3,0.125,18,3265542
0.131064,244,218,7,0.015625,28,2744000
1.31099,618,906,7,0.00012207,48,27885312
0.017327,137,108,3,1,47,137610
1.78452,797,903,7,0.00012207,38,35766423
0.861171,670,528,7,0.000488281,16,17688216
1.44204,974,631,7,0.000976562,14,30588740
0.216936,536,249,5,0.015625,5,3415500
0.235032,142,687,7,0.000976562,1,5025636
0.059919,61,788,3,0.00012207,36,447930
0.311264,244,704,5,7.63E-06,36,4389600
0.458743,646,275,7,0.25,35,8977388
0.441934,519,368,7,0.00012207,56,9621150
0.394811,1019,161,7,0.0078125,23,8387575
2.13318,796,1020,7,1.53E-05,50,40319748
0.806262,461,708,7,0.000488281,63,16338462
0.642453,832,461,5,0.00195312,58,9718500
0.210313,589,219,5,0.0625,21,3305975
0.467699,204,988,7,0.000488281,64,10228260
0.505158,265,825,7,0.00012207,7,11034849
1.02661,619,717,7,0.5,53,22141875
1.65203,964,1028,5,1.53E-05,57,24974400
0.024534,24,987,3,0.125,20,231426
0.073903,40,935,7,0.00195312,31,2121014
0.3764,248,936,5,0.0078125,37,5922000
0.262898,813,201,5,1,60,4187125
0.092728,960,86,3,0.000244141,41,761904
1.14939,492,1000,7,1.53E-05,29,24548412
0.781394,850,398,7,0.000244141,30,16945376
0.146917,153,595,5,0.000244141,46,2351075
0.588945,832,306,7,0.00390625,29,12811344
0.314813,403,668,3,7.63E-06,13,2442150
0.189254,213,759,3,0.25,46,1472535
0.782759,755,446,7,0.015625,29,16854628
0.842673,672,541,7,0.03125,11,18172434
1.93832,802,1033,7,0.015625,13,41136088
0.941369,639,893,5,0.5,52,14419275
0.522659,398,569,7,0.125,3,11382700
0.13035,272,215,7,6.10E-05,39,3010462
0.196414,475,352,3,1.53E-05,39,1519722
0.796536,575,845,5,3.05E-05,62,12289275
0.516268,218,1032,7,0.00390625,15,11393088
1.39571,722,826,7,0.25,9,29679104
0.649058,632,865,3,0.000244141,52,4947102
0.225275,733,265,3,0.000976562,17,1766205
0.195316,102,882,7,3.05E-05,17,4699296
0.089802,414,188,3,0.00012207,19,711360
0.492131,565,533,5,0.000976562,63,7638825
0.049229,334,125,3,6.10E-05,15,384048
0.28313,347,361,7,0.00012207,54,6347999
0.376075,406,785,3,0.0078125,13,2889864
0.229047,800,129,7,1,50,5331690
0.308749,394,676,3,0.000488281,50,2416392
0.380128,484,671,3,1.53E-05,21,2943702
0.131556,410,274,3,0.00390625,53,1023408
0.220142,123,801,7,1,43,5101047
0.752254,440,736,7,0.5,39,16215668
0.710501,347,886,7,6.10E-05,49,15428924
0.0313,180,155,3,0.000976562,6,257166
0.592041,904,397,5,7.63E-06,20,9102700
1.4281,1018,844,5,0.00390625,21,21666400
0.037737,452,57,5,0.03125,10,695400
0.05617,299,166,3,0.0078125,41,455112
0.974395,723,556,7,0.00012207,20,20075202
0.004453,144,22,5,0.25,41,96200
0.364512,740,380,3,6.10E-05,14,2550996
0.280761,441,266,7,0.000976562,8,5957616
0.844909,451,746,7,0.25,2,16839536
0.119424,323,206,5,0.000244141,63,1716750
0.39695,423,365,7,0.125,46,7798791
0.823974,360,895,7,0.25,4,16158534
0.179643,348,405,3,0.0078125,12,1282050
0.028408,456,51,3,0.00390625,23,218466
0.411169,890,261,5,0.00195312,41,5922750
0.184316,308,332,5,0.000976562,64,2620800
0.790111,685,903,3,0.0078125,9,5595615
0.383339,652,450,3,0.0078125,57,2660472
0.132753,174,598,3,0.00195312,58,950400
0.314769,134,926,7,1,15,6393520
0.091786,512,102,5,0.25,3,1367400
0.276317,123,922,7,1,6,5865888
0.083685,174,379,3,0.03125,21,603504
0.170352,417,313,3,1,6,1187865
0.531981,853,474,3,0.00390625,31,3662820
0.067473,93,329,7,0.00012207,21,1625085
1.21256,1018,891,3,0.015625,37,8197740
0.072363,55,564,7,0.03125,64,1703730
0.183139,409,184,7,0.000488281,63,3863650
0.804031,698,460,7,0.015625,15,16075136
0.91352,626,805,5,0.00195312,17,12741750
0.263629,132,821,7,1.53E-05,46,5592174
0.744125,969,579,3,7.63E-06,1,5077359
2.12251,786,1031,7,0.5,5,40243896
0.000945,24,31,5,0.0625,50,24500
0.21031,102,830,7,0.0625,40,4424112
0.446656,325,760,5,6.10E-05,61,6283900
1.83478,767,977,7,0.000976562,11,37233091
0.009981,240,30,5,0.00390625,27,207400
0.060415,486,80,5,0.00012207,44,1029000
0.124911,586,134,5,0.000488281,58,2035500
0.702626,541,783,5,0.000976562,39,10722875
0.984064,1031,576,5,0.125,19,15007500
0.224327,690,278,3,0.25,20,1743840
0.253306,538,287,5,0.000244141,11,3943050
0.117271,85,885,5,0.00390625,38,1978025
0.883532,630,603,7,1.53E-05,23,18978876
0.044502,816,49,3,1,22,375462
1.03619,1017,599,5,1.91E-06,43,15391575
0.019351,105,79,7,0.5,18,462315
0.141895,177,444,5,1,45,2027200
1.07904,847,502,7,1,53,21232876
2.06027,897,973,7,0.0625,16,43317813
0.24778,260,807,3,0.5,30,1907622
0.55134,502,829,3,6.10E-05,5,3769416
0.241633,705,145,7,0.000976562,20,5260689
0.386151,541,289,7,7.63E-06,58,7906885
0.702963,667,831,3,0.25,45,5015493
0.46713,383,1003,3,6.10E-05,28,3482325
0.036868,72,434,3,0.03125,9,290376
0.080128,383,129,5,6.10E-05,5,1286775
0.595437,536,610,5,6.10E-05,10,8289000
0.043111,63,538,3,0.03125,43,315900
0.188005,97,800,7,0.25,54,4067882
0.72525,589,936,3,0.015625,20,4989222
0.17982,148,942,3,0.000244141,58,1274400
0.062163,239,146,5,0.000244141,12,911250
0.212507,989,90,7,6.10E-05,19,4680480
0.40908,838,196,7,0.015625,3,8353912
0.318843,475,508,3,3.05E-05,36,2189430
0.016416,154,82,3,0.0078125,60,117936
0.337594,570,235,7,0.015625,5,6801984
0.276901,615,349,3,0.0078125,26,1949103
0.277236,464,238,7,0.000244141,2,5619320
0.50643,1002,278,5,0.03125,34,7092300
1.12934,476,955,7,0.000488281,27,22696898
0.486708,915,236,7,0.125,35,10921218
1.59914,1029,837,5,0.00012207,9,21718825
0.621455,955,523,3,0.00390625,31,4521825
0.280539,300,561,5,0.000976562,16,4294000
0.031808,64,416,3,0.03125,5,248292
0.026081,232,74,5,0.0625,43,460200
0.169463,836,87,7,0.00390625,51,3836994
0.505474,697,396,5,1.53E-05,25,7010000
1.84442,894,802,7,0.000488281,55,35632800
1.13471,466,1019,7,6.10E-05,59,23706200
1.00783,474,923,7,0.00012207,14,21850080
1.59107,790,870,7,0.125,45,34167504
0.016105,269,52,3,0.00195312,36,131706
0.028244,37,534,5,0.03125,40,551450
0.910396,778,494,7,0.25,32,19208000
1.56199,884,1008,5,0.015625,61,22466400
0.008499,49,154,3,0.125,36,71604
0.510634,249,890,7,6.10E-05,21,11195520
0.511211,708,439,5,1,38,7885400
0.977217,659,892,5,0.0625,29,14851200
0.250549,267,801,3,6.10E-05,4,1944063
0.125671,413,189,5,6.10E-05,46,2012025
0.746226,686,470,7,1.53E-05,6,16140208
0.111636,763,127,3,3.05E-05,60,888165
0.166152,169,611,5,0.03125,47,2659875
1.1143,765,868,5,0.015625,62,16764200
0.058392,305,120,5,0.00012207,63,957900
0.592443,430,836,5,0.00390625,36,9114000
0.072997,480,131,3,0.000244141,39,576954
0.763593,735,866,3,3.05E-05,48,5757444
0.897527,391,991,7,0.000976562,46,19394641
0.821424,1009,673,3,0.015625,57,6141825
0.585682,936,526,3,0.0078125,28,4457376
0.803799,814,831,3,1,12,6117552
0.228081,264,532,5,0.000976562,47,3591200
0.053585,58,613,5,0.0078125,34,956350
0.596313,584,624,5,0.125,37,9231600
1.59213,776,875,7,0.03125,41,33758158
0.806091,866,407,7,3.81E-06,2,17646664
0.66122,384,743,7,0.015625,61,14313390
0.072579,194,316,3,0.000488281,22,560952
0.210639,265,683,3,0.0078125,23,1646055
0.058905,335,112,5,0.03125,11,983100
0.122449,184,576,3,0.125,60,967572
0.047919,115,196,7,0.015625,21,1197658
0.086684,622,120,3,0.25,34,685152
0.112781,107,669,5,0.000488281,5,1867575
0.024233,144,110,5,0.5,17,421800
0.297519,655,277,5,3.05E-05,17,4629475
0.681767,940,612,3,0.03125,21,5205492
1.27886,870,887,5,0.00195312,50,19468350
0.313656,644,298,5,0.03125,5,4892400
0.216438,267,498,5,7.63E-06,19,3401050
0.600518,867,583,3,0.000244141,15,4575285
0.022467,51,218,7,0.000976562,18,625632
0.057251,800,63,3,0.00012207,29,469170
0.192581,857,102,7,0.000976562,39,4566996
0.149307,457,203,5,0.000488281,15,2385675
1.00958,850,720,5,1.91E-06,11,15457400
0.469539,300,912,5,0.000976562,3,6961600
0.077059,67,672,5,0.000244141,31,1199900
0.41052,327,980,3,0.03125,23,2907702
0.3239,173,768,7,0.00195312,62,6788754
0.777846,1017,312,7,0.25,30,15940386
0.751357,794,802,3,0.0078125,31,5759856
0.592018,773,646,3,0.00390625,44,4519800
0.291025,518,345,5,0.015625,26,4554450
0.08687,75,1007,3,0.000244141,41,699237
0.696612,777,545,5,0.0078125,2,10719225
0.066105,143,291,5,0.0625,8,1084125
0.545998,237,1008,7,0.5,29,12073698
0.396156,466,726,3,3.05E-05,35,3066336
0.380329,351,661,5,0.000244141,38,5901875
0.107933,231,209,7,0.000488281,33,2496795
0.352604,545,546,3,0.000488281,12,2697804
0.118937,171,313,7,0.000244141,18,2766687
0.464378,466,610,5,1,10,7214500
1.13062,747,655,7,1.53E-05,59,24388917
0.50326,541,788,3,7.63E-06,52,3860730
0.159014,93,786,7,0.00390625,24,3841992
0.25382,136,846,7,0.0078125,24,5928216
0.964351,511,810,7,0.0078125,32,20671728
0.12287,458,167,5,0.000976562,13,1975050
0.064324,765,56,5,0.00195312,28,1153500
0.059179,494,104,3,6.10E-05,14,473184
0.667218,444,912,5,0.25,47,10259200
1.40551,715,845,7,3.05E-05,61,30064979
0.10664,152,311,7,0.0078125,18,2454214
0.014326,111,114,3,0.03125,22,117972
0.169911,345,224,7,0.25,46,3955770
0.324842,949,147,7,0.03125,18,7159635
1.45973,617,956,7,0.000976562,25,29366974
0.030377,644,26,7,0.5,48,1019200
0.766283,654,968,3,0.000488281,53,5726880
0.643076,901,600,3,0.0625,50,4892454
0.760955,450,730,7,0.00195312,58,16445184
0.070481,120,269,7,0.000244141,16,1697850
0.003738,96,29,5,0.00195312,18,82500
0.024007,227,72,5,0.00012207,19,438900
0.019211,93,133,5,0.125,58,332225
2.21036,1007,933,7,3.81E-06,12,46609143
0.973365,373,1021,7,0.00012207,13,19072417
0.050474,123,245,5,0.5,3,790575
0.590213,447,793,5,0.000488281,41,8986175
0.308201,364,514,5,0.5,49,4765600
0.528591,375,861,5,0.25,8,8195875
0.210992,143,922,5,0.5,13,3403050
0.461804,936,419,3,0.03125,48,3554082
0.243605,406,369,5,0.000488281,61,3823250
0.013071,19,480,7,0.0078125,33,595350
0.125663,337,170,7,0.125,12,2958032
1.24438,941,753,5,0.000488281,26,17884125
0.669067,284,931,7,0.5,50,13314770
0.734767,1002,559,3,0.00390625,25,5069196
0.053701,44,981,3,0.00195312,60,406962
0.632412,491,515,7,1.53E-05,39,12687913
1.04255,616,1003,5,1.53E-05,3,15608500
0.117772,598,122,5,1.53E-05,7,1896300
1.28325,959,798,5,0.000488281,41,19308150
0.006329,118,43,3,0.0625,25,48600
0.150967,833,142,3,0.25,41,1082160
0.423239,476,693,3,0.015625,7,2989890
0.104374,124,474,5,0.03125,56,1529600
0.158858,95,676,7,0.0078125,46,3375218
0.143236,85,964,5,0.25,12,2153800
0.253319,356,280,7,1,62,5073068
0.135976,339,308,3,0.000976562,3,951390
0.325164,808,302,3,0.00390625,32,2216160
0.116653,335,200,5,0.125,20,1728900
0.071912,245,237,3,0.03125,11,531297
0.224611,461,400,3,0.000244141,53,1675134
0.005501,64,60,5,0.000976562,16,108800
0.112356,504,187,3,0.000244141,7,860706
0.109522,60,831,7,3.05E-05,25,2706858
0.445804,647,570,3,0.0078125,22,3341052
1.29985,716,702,7,0.0625,21,25047624
1.03655,817,983,3,1.53E-05,2,7260435
0.119304,120,414,7,0.000976562,34,2593080
0.567348,958,321,5,1.53E-05,45,7816250
0.401726,987,223,5,0.000244141,56,5623925
0.1109,980,66,5,0.000244141,35,1722000
0.617528,676,501,5,0.000488281,50,8585000
0.185735,268,273,7,1,60,3745854
0.637262,803,594,3,0.015625,41,4318020
1.25034,665,736,7,0.015625,40,24396218
0.376531,214,1018,5,0.000976562,31,5569900
0.069954,122,230,7,6.10E-05,18,1480192
0.305671,338,356,7,0.03125,42,6101872
0.971213,533,694,7,0.015625,43,18487700
0.253854,154,937,5,0.125,56,3716950
0.176798,652,213,3,0.0078125,24,1265490
0.700097,570,493,7,1.53E-05,37,14083776
0.282995,863,274,3,0.00390625,48,2148660
0.679567,932,440,5,3.05E-05,16,10389600
0.461954,426,919,3,0.00390625,46,3547692
1.10671,880,543,7,0.5,6,23834286
1.52632,892,735,7,1.53E-05,46,32605482
0.369324,926,245,5,0.25,47,5789250
0.216381,208,892,3,0.00195312,6,1689660
0.840473,393,924,7,6.10E-05,56,18182430
0.289345,285,628,5,1.53E-05,60,4566200
0.320384,653,414,3,0.5,37,2452320
0.255705,394,287,7,0.03125,27,5742800
0.932176,922,851,3,0.000244141,14,7093548
0.160297,165,426,7,0.5,16,3619728
0.318431,418,465,5,0.25,23,4947950
1.02209,503,859,7,0.015625,64,21573965
0.003987,23,106,7,1,45,159152
1.49315,823,976,5,0.000976562,24,20261500
0.026296,20,763,7,0.000488281,25,979706
0.08143,406,83,7,0.00012207,13,1796732
0.52312,311,917,5,0.5,20,7252875
0.554423,421,720,5,0.5,61,7692500
0.006849,12,540,5,0.00195312,19,217600
0.255132,213,670,5,0.25,53,3656450
0.265345,539,370,3,0.5,45,1811268
0.928743,709,516,7,1,37,18288270
0.03505,703,33,5,6.10E-05,21,653975
0.809656,480,970,5,0.015625,2,11785400
1.49158,825,1015,5,0.03125,46,21118775
1.00157,703,558,7,0.00012207,10,19593924
0.098921,130,467,5,0.000244141,6,1577850
0.064057,814,68,3,0.5,34,514080
2.3098,972,1008,7,3.81E-06,36,48592908
0.092029,414,138,5,0.00012207,64,1483900
0.410403,628,289,7,3.05E-05,56,9164470
0.349638,816,367,3,3.81E-06,57,2716578
0.248512,908,232,3,0.000976562,32,1916460
1.62805,990,991,5,0.000976562,37,24725750
0.054217,215,216,3,0.00012207,36,425754
0.167774,484,294,3,0.0625,28,1294704
0.167626,208,696,3,0.00195312,19,1319220
0.04575,397,103,3,1,32,377055
0.459441,497,775,3,0.25,51,3489507
0.495299,573,731,3,0.5,39,3793275
1.11173,1021,658,5,0.000244141,3,16963750
0.48893,333,596,7,0.00195312,58,9999822
0.285613,978,220,3,0.25,35,1958040
1.30007,1003,978,3,1.53E-05,8,8864100
1.01593,679,851,5,0.5,63,14599125
0.223776,340,524,3,0.25,56,1619028
0.851381,951,741,3,1,4,6372711
0.54085,753,607,3,1.53E-05,46,4138155
0.59538,799,415,5,0.000488281,14,8411425
0.375289,244,611,7,0.015625,13,7558250
0.000371,13,31,3,0.03125,17,4455
0.350811,467,603,3,0.00195312,6,2553705
0.014176,712,15,7,0.000244141,64,738822
1.54549,1009,634,7,7.63E-06,14,31830400
1.72704,745,988,7,3.81E-06,28,36578206
0.49609,792,531,3,0.000488281,5,3808818
1.09311,981,670,5,0.000976562,10,16597250
0.262655,255,641,5,1,9,4176375
0.891301,909,589,5,0.015625,36,13535225
1.23898,753,705,7,0.0078125,9,26442801
0.139804,778,153,3,0.03125,29,1088100
0.050692,39,904,5,0.000976562,49,976100
0.063691,63,489,7,0.000976562,43,1673595
2.00887,848,1014,7,1,33,42682920
0.080272,161,223,7,0.000976562,48,1873907
0.10232,182,481,3,0.00012207,37,799848
0.993912,891,672,5,3.05E-05,53,15125500
0.163545,262,384,5,0.00195312,64,2580200
0.902876,762,714,5,0.000244141,3,13749700
0.771761,964,606,3,0.25,16,5285952
0.451705,429,579,5,0.125,27,6310975
1.10585,735,814,5,0.125,18,15112550
0.640272,721,490,5,0.0078125,27,8953750
0.994487,1009,741,3,0.00390625,62,6760557
0.164339,478,191,5,3.05E-05,3,2349750
0.384399,419,699,3,6.10E-05,3,2656089
0.462337,383,659,5,0.00390625,62,6414525
0.202663,274,559,3,0.000976562,14,1393524
0.004705,15,251,5,0.00390625,64,121125
1.19585,914,534,7,0.25,22,24343200
0.34073,306,469,7,0.0078125,61,7261800
0.093963,839,92,3,0.000488281,33,711486
0.823283,907,387,7,0.03125,26,17581641
0.131695,414,199,5,0.015625,20,2121350
0.161398,133,763,5,0.0625,57,2626975
0.161728,285,343,5,0.000244141,23,2507075
0.170286,301,314,5,0.015625,33,2424750
0.692712,792,482,5,1.53E-05,31,9671400
0.045936,849,28,7,1,55,1424430
0.157794,223,395,5,0.25,45,2264325
1.01887,999,765,3,0.0078125,60,6909903
0.147298,534,118,7,6.10E-05,25,3281040
0.111254,256,189,7,0.25,13,2503410
0.775837,519,861,5,0.03125,12,11309875
0.187596,408,378,3,7.63E-06,42,1402200
0.479768,1018,203,7,3.05E-05,54,10486784
0.194913,558,154,7,0.0078125,33,4421760
1.57647,698,967,7,0.125,34,33564608
2.10767,1031,872,7,6.10E-05,7,44613814
0.816774,859,794,3,0.000244141,54,6168204
0.699952,337,851,7,0.125,15,14403599
1.11396,749,638,7,0.00390625,2,23824780
0.426499,640,563,3,0.25,47,3264570
0.495947,650,465,5,7.63E-06,38,7668150
0.046313,501,82,3,6.10E-05,8,380268
0.32509,648,275,5,6.10E-05,61,4547700
0.151351,324,351,3,0.015625,36,1035702
0.084222,455,105,5,1,3,1250775
0.290212,412,277,7,0.0625,42,5796406
0.049127,109,188,7,1,10,1093190
0.196496,329,456,3,0.25,20,1364382
1.22014,1005,498,7,0.000488281,59,24967656
0.248545,285,383,7,0.03125,12,5546751
0.137383,399,155,7,0.5,19,3195045
1.14569,920,747,5,1.53E-05,7,17348100
0.172946,899,88,7,1.53E-05,13,4168430
0.36372,501,612,3,1.53E-05,3,2779578
0.4045,965,188,7,3.05E-05,21,9230326
0.140655,644,189,3,0.0078125,5,1110474
0.050188,83,282,7,0.000976562,1,1255968
0.026179,518,46,3,0.000488281,37,224640
1.40014,977,863,5,0.00195312,37,21263175
0.055063,806,46,5,0.00195312,13,1012500
0.105706,181,484,3,0.0078125,63,800442
0.075088,56,668,7,0.03125,17,2047612
1.09218,991,664,5,0.015625,33,16616500
1.43925,650,949,7,0.015625,38,30697520
0.585205,591,839,3,0.000244141,17,4488417
0.274837,278,610,5,1,11,4328700
0.036993,399,47,7,0.00195312,7,1051785
0.176004,681,222,3,1.53E-05,9,1376928
0.004227,23,148,5,0.000488281,46,102600
0.638062,724,747,3,0.00012207,64,4893966
0.043791,88,421,3,6.10E-05,19,342630
0.096654,353,171,5,0.000244141,24,1561875
0.378906,878,369,3,0.0078125,45,2938320
0.205836,910,102,7,1,3,4847472
0.201631,113,801,7,6.10E-05,13,4705617
0.339886,830,349,3,0.000244141,43,2628288
0.933504,792,988,3,3.81E-06,48,7074540
0.932832,661,607,7,0.25,63,20034679
0.689892,652,646,5,3.81E-06,64,10660000
0.265795,425,531,3,0.000244141,64,2048319
0.272301,390,429,5,0.0078125,39,4265050
0.421458,507,701,3,1,25,3220443
1.69171,981,689,7,0.0078125,23,33612285
0.109964,454,185,3,3.05E-05,3,767448
0.099042,263,286,3,0.25,35,686880
0.020768,46,274,5,0.25,6,347500
0.323702,247,730,5,0.25,50,4605850
0.036411,176,173,3,0.03125,51,280350
0.101544,320,133,7,3.05E-05,24,2220386
1.40719,902,836,5,0.000976562,6,19026000
0.186991,223,465,5,0.000976562,33,2661575
0.499903,755,521,3,7.63E-06,28,3563199
0.207301,231,381,7,1.53E-05,56,4494231
0.639949,921,409,5,0.0078125,3,9550625
0.233637,659,288,3,7.63E-06,7,1725210
0.605495,294,874,7,0.5,25,12936000
0.164411,242,417,5,0.5,54,2589150
0.473315,793,511,3,0.000976562,7,3670515
0.09393,117,361,7,0.125,26,2211909
0.188729,132,615,7,1,33,4199202
0.299661,871,192,5,0.00012207,28,4287500
0.175894,482,152,7,1.53E-05,3,3778096
0.087624,1015,42,7,1,36,2401392
0.229048,286,657,3,3.05E-05,64,1708128
0.366051,972,310,3,1.53E-05,4,2734992
0.069436,279,157,5,0.125,20,1139075
0.016265,54,210,5,0.000244141,15,310300
0.370371,309,736,5,0.015625,54,5790500
1.02068,490,887,7,1,35,21703472
0.018843,26,596,3,0.125,9,150696
0.579706,484,905,3,1.53E-05,55,3967218
0.485626,407,653,5,0.25,64,6750675
0.549699,741,557,3,0.25,62,3738033
0.047025,102,269,5,0.125,63,723450
0.374511,959,223,5,6.10E-05,53,5465025
0.001599,16,100,3,0.000976562,56,16524
0.560316,990,237,7,3.05E-05,49,11859372
0.365624,806,380,3,3.81E-06,30,2777904
0.227265,299,339,7,0.25,18,5156025
0.014927,920,15,5,1,5,438900
0.296075,900,277,3,0.015625,32,2264922
0.192805,490,336,3,0.5,44,1496664
0.4299,300,633,7,3.05E-05,34,9581166
0.366888,232,971,5,0.5,4,5752500
0.244762,350,304,7,3.05E-05,16,5407640
0.43448,475,777,3,3.81E-06,23,3344247
0.996132,463,910,7,0.000976562,54,21050596
0.068569,487,124,3,6.10E-05,4,554526
0.412281,319,554,7,1,27,8918000
0.303254,389,339,7,0.5,63,6677475
0.011373,42,186,5,0.0625,34,218500
0.609756,850,416,5,0.000244141,54,8967000
0.602163,838,279,7,1.53E-05,63,11786460
1.02102,834,930,3,1.53E-05,60,7012368
0.359619,712,376,3,3.81E-06,39,2429028
0.009265,18,476,3,0.0625,33,86040
0.804534,669,951,3,0.03125,40,5755167
0.333163,814,340,3,0.00390625,6,2511648
0.098751,502,159,3,0.00012207,35,730296
0.267411,158,1021,5,0.015625,36,4151250
0.001158,104,12,7,0.0625,60,97020
0.246563,152,1002,5,0.0078125,53,3923400
0.240889,975,211,3,0.000488281,63,1872909
0.081102,81,477,7,3.05E-05,44,2059029
1.43701,927,933,5,3.05E-05,31,21808675
0.477995,517,399,7,1.53E-05,22,10378935
1.00864,869,982,3,7.63E-06,24,7713576
