0.000411,360,967,106,0.125,3.05E-05,64,36900720
0.003351,605,413,493,0.000244141,0.00195312,38,123183445
0.00491,883,893,492,1.53E-05,6.10E-05,60,387951348
0.001089,2,649,877,0.0078125,0.03125,26,1138346
0.007637,371,26,953,1,0.015625,14,9192638
0.003509,607,167,731,1.53E-05,0.00012207,54,74100739
0.001288,148,18,1008,0.00390625,0.00195312,23,2685312
0.002896,815,304,448,0.0625,3.05E-05,42,110996480
0.000284,46,719,343,0.125,0.00390625,27,11344382
0.003332,538,61,796,0.000488281,3.05E-05,43,26123128
0.008796,977,211,981,0.25,1.53E-05,19,202230207
0.00124,489,199,316,0.25,6.10E-05,2,30750276
0.000964,981,836,131,7.63E-06,1.53E-05,40,107435196
0.006435,953,125,820,0.0078125,0.015625,56,97682500
0.005912,733,48,483,0.00012207,1,11,16993872
0.000719,573,790,166,0.000244141,3.05E-05,62,75143220
0.006048,218,672,977,1.53E-05,0.125,11,143126592
0.000841,993,852,84,0.0078125,0.015625,29,71067024
0.195369,32,597,860,1,0.5,13,16429440
0.000522,140,27,475,0.125,0.00012207,60,1795500
0.000257,151,439,171,0.00012207,0.00195312,3,11335419
0.001784,150,158,738,1,0.000976562,42,17490600
0.001118,1009,81,138,1.53E-05,0.00012207,50,11278602
0.009694,1009,1011,1023,7.63E-06,0.03125,20,1043561277
0.001247,472,590,322,7.63E-06,0.0078125,35,89670560
0.000668,1019,90,20,1,0.015625,8,1834200
0.013106,937,863,983,0.0625,0.0078125,16,794884273
0.001579,388,1004,526,0.03125,7.63E-06,60,204904352
0.012898,548,876,549,0.00390625,0.25,44,263546352
0.000311,110,986,350,0.25,7.63E-06,12,37961000
0.004429,96,843,682,1.53E-05,0.125,56,55192896
0.002858,275,11,320,0.125,1,63,968000
0.019465,398,1017,740,6.10E-05,0.5,35,299526840
0.001479,278,133,609,0.125,3.05E-05,62,22517166
0.025078,899,150,697,0.0625,0.25,13,93990450
0.007716,576,171,504,0.125,0.0625,37,49641984
7.10E-05,10,16,557,0.25,0.000976562,3,89120
0.002624,529,417,598,0.000244141,0.0078125,55,131914614
0.009836,1015,897,959,1.91E-06,0.03125,59,873126345
0.00114,277,147,538,0.015625,1.53E-05,62,21906822
0.000605,232,743,328,0.25,6.10E-05,57,56539328
0.002308,700,759,429,6.10E-05,1.53E-05,12,227927700
0.010376,244,185,64,1,0.25,62,2888960
0.000145,22,15,656,0.00390625,0.000488281,28,216480
0.00187,256,481,533,0.0078125,0.03125,17,65631488
0.000326,102,689,398,0.015625,3.81E-06,58,27970644
0.030047,686,781,497,0.25,0.03125,5,266275702
0.000136,267,536,52,3.05E-05,0.015625,25,7441824
9.50E-05,2,355,618,0.00195312,0.00390625,3,438780
0.004433,140,270,781,0.00390625,0.25,42,29521800
7.80E-05,198,480,31,1.53E-05,0.015625,21,2946240
0.000145,955,339,20,0.03125,0.000244141,42,6474900
0.001995,412,969,544,0.00012207,0.0078125,7,217180032
0.001353,658,198,260,0.0078125,0.0078125,8,33873840
0.007262,832,771,772,0.0625,0.00390625,59,495216384
0.002264,296,128,956,0.000976562,0.00195312,47,36220928
0.006844,808,471,528,0.000244141,0.25,18,200939904
0.005649,771,426,957,0.000244141,0.00012207,21,314322822
0.00056,275,969,264,0.000976562,1.53E-05,59,70349400
0.000457,98,801,533,0.000488281,0.00012207,16,41839434
0.001333,348,49,482,0.00012207,0.000488281,25,8219064
0.001637,184,76,495,0.00012207,0.5,48,6922080
0.000115,34,278,363,0.00390625,0.000488281,25,3431076
0.022198,268,120,194,1,0.25,21,6239040
0.00332,516,310,826,7.63E-06,0.00390625,5,132126960
0.004208,846,439,350,0.0625,0.015625,29,129987900
0.001923,650,754,391,0.03125,1.53E-05,49,191629100
0.000565,335,726,195,0.0625,0.000244141,41,47425950
0.000127,58,74,94,1,0.00390625,19,403448
0.00037,596,138,74,6.10E-05,0.0625,43,6086352
0.004955,666,628,186,0.25,0.015625,56,77794128
0.016169,951,806,539,0.000488281,0.5,15,413146734
0.002039,312,284,845,0.00195312,0.000976562,12,74873760
0.001709,25,116,419,0.25,0.25,12,1215100
0.002073,712,747,195,0.03125,0.015625,34,103713480
0.00027,902,319,39,1.53E-05,0.000488281,21,11221782
0.002052,845,595,323,3.05E-05,6.10E-05,55,162396325
0.002767,392,772,742,0.0625,0.00195312,28,224547008
0.008504,159,700,998,0.25,0.015625,6,111077400
0.000668,875,322,86,3.81E-06,0.000244141,4,24230500
0.003873,402,713,961,3.05E-05,0.015625,2,275447586
0.03701,412,621,314,0.25,0.125,7,80337528
0.008055,925,225,1004,0.00012207,0.000976562,14,208957500
0.000362,75,624,398,0.0078125,0.00390625,4,18626400
0.006803,119,755,296,0.25,0.0625,20,26594120
0.004139,157,515,833,1.53E-05,0.125,52,67352215
0.043039,615,301,937,0.25,0.0625,24,173452755
0.003073,389,492,852,0.5,0.000244141,56,163062576
0.003981,114,566,461,0.000976562,0.25,61,29745564
0.000554,86,313,771,0.000488281,0.000244141,57,20753778
0.000205,35,800,632,0.015625,3.81E-06,13,17696000
0.005394,975,628,685,0.0625,0.00012207,11,419425500
0.00086,311,848,352,3.81E-06,0.000976562,55,92832256
0.006172,882,977,776,0.125,7.63E-06,48,668690064
0.000378,73,14,191,0.00195312,1,57,195202
0.001645,469,585,237,0.000976562,0.0625,19,65024505
0.011395,82,1015,564,0.0078125,0.25,55,46941720
0.000459,67,201,596,0.25,0.00195312,16,8026332
0.003518,751,1018,524,6.10E-05,0.00390625,11,400607432
0.001061,781,22,151,0.000244141,0.25,18,2594482
0.001962,404,508,543,7.63E-06,0.000976562,14,111440976
0.011785,803,922,563,0.00390625,0.125,37,416826058
0.003476,992,628,409,0.00012207,0.00012207,4,254797184
0.037528,510,576,806,0.000244141,1,16,236770560
0.000194,203,84,109,0.00195312,0.00195312,28,1858668
0.011013,402,825,158,0.5,0.03125,31,52400700
0.014429,335,45,911,0.125,0.5,8,13733325
0.006095,988,583,698,3.05E-05,6.10E-05,61,402050792
0.004303,316,539,808,1,0.000244141,32,137621792
0.001933,345,617,622,0.03125,0.000488281,54,132402030
0.000883,345,307,294,0.015625,3.05E-05,33,31139010
0.08721,375,922,305,0.25,0.25,46,105453750
0.003134,391,631,143,1,0.00390625,13,35281103
0.001168,196,714,169,6.10E-05,0.125,46,23650536
0.01186,562,287,459,1.53E-05,1,7,74033946
0.000824,577,429,162,0.25,0.000244141,31,40100346
0.00036,766,331,56,7.63E-06,0.00390625,44,14198576
0.029758,912,642,524,0.00012207,1,48,306804096
0.007299,1014,756,840,0.000488281,6.10E-05,57,643930560
0.000402,90,569,484,0.000976562,3.05E-05,24,24785640
7.00E-06,5,643,36,0.00390625,0.000976562,30,115740
0.001594,21,405,882,0.00012207,0.0625,46,7501410
0.003606,397,413,814,0.03125,0.0078125,14,133464254
0.005172,567,39,491,0.03125,0.5,9,10857483
0.003365,493,253,789,3.05E-05,0.00012207,53,98411181
0.008275,998,628,958,0.000244141,0.000244141,40,600420752
0.001687,329,246,577,0.000976562,0.00195312,14,46698918
0.008357,248,383,733,0.0078125,0.25,4,69623272
0.004534,572,778,910,0.000976562,0.000976562,64,404964560
0.003556,411,526,740,0.03125,0.0078125,4,159977640
0.003551,592,138,402,0.015625,0.125,12,32841792
0.00229,665,107,193,1,0.00195312,41,13732915
0.001086,112,113,567,0.000488281,0.125,24,7175952
0.000103,6,218,748,0.00390625,0.00195312,4,978384
0.005219,784,632,775,0.000488281,6.10E-05,2,384003200
