0.000110048,967,360,0.125,348120
0.000187264,369,803,7.63E-06,296307
0.000215648,155,955,0.25,148025
0.000270528,893,932,0.0625,832276
0.000142272,183,580,0.00195312,106140
0.000103296,403,363,0.03125,146289
0.000215264,679,707,1.53E-05,480053
0.000197472,118,852,0.25,100536
9.65E-05,280,366,0.015625,102480
6.78E-05,733,173,1.53E-05,126809
0.000249888,863,839,1.91E-06,724057
9.16E-05,17,336,0.015625,5712
0.000198496,89,850,0.03125,75650
0.000234048,445,897,0.25,399165
0.00027088,521,952,1,495992
7.66E-05,40,243,0.5,9720
6.94E-05,242,207,0.0625,50094
0.000177728,866,581,0.00195312,503146
0.00017808,288,828,0.000488281,238464
0.000260672,766,899,0.000488281,688634
0.000161184,862,516,1,444792
0.000281024,670,975,0.00195312,653250
9.50E-05,866,341,0.0625,295306
0.00016192,351,658,0.000976562,230958
0.000215712,888,744,1.53E-05,660672
0.000232544,1014,806,0.0625,817284
0.00015664,155,629,0.25,97495
0.00015072,869,484,0.03125,420596
0.000214912,85,967,3.05E-05,82195
7.72E-05,736,257,0.0078125,189152
6.85E-05,318,166,0.0078125,52788
0.000178464,520,738,0.5,383760
7.52E-05,66,252,6.10E-05,16632
8.54E-05,756,296,7.63E-06,223776
0.000214848,592,748,1,442816
6.58E-05,113,210,0.00012207,23730
0.000288992,686,1000,0.015625,686000
0.000196832,822,655,0.00195312,538410
0.000122368,45,441,0.5,19845
0.000103904,587,383,0.000488281,224821
0.000269632,954,926,0.000488281,883404
6.67E-05,904,210,0.5,189840
0.000159904,693,577,3.81E-06,399861
0.000177024,199,729,0.0625,145071
0.000204736,998,679,0.0625,677642
0.000189024,438,820,0.000976562,359160
0.00014224,138,597,0.03125,82386
0.000104736,973,339,6.10E-05,329847
5.74E-05,327,155,6.10E-05,50685
0.00010736,881,358,0.25,315398
0.000150528,576,666,0.0625,383616
0.000108608,58,414,0.25,24012
0.000168256,1019,517,6.10E-05,526823
0.00021504,188,971,0.00195312,182548
3.04E-05,944,29,0.00390625,27376
0.00010336,753,361,0.000244141,271833
0.000251232,791,850,3.05E-05,672350
9.44E-05,7,381,0.03125,2667
0.000160288,798,522,0.0625,416556
5.76E-05,749,126,0.00012207,94374
4.93E-05,757,105,0.03125,79485
0.000159744,636,616,0.00195312,391776
0.00015856,1022,514,0.015625,525308
4.82E-05,366,100,0.000244141,36600
9.65E-05,676,321,0.000488281,216996
6.71E-05,989,181,1.53E-05,179009
0.000146848,442,601,0.00195312,265642
8.78E-05,404,291,0.00012207,117564
9.75E-05,333,355,0.000488281,118215
8.68E-05,187,304,0.0625,56848
0.00015008,432,631,0.000488281,272592
0.000268704,475,916,3.81E-06,435100
8.42E-05,682,261,1.53E-05,178002
